Model name,Augmentation method,Seed,Config,Metric name,Metric value,Mapping,Method
Vgg16,FDA,4,Config_4,Err_bl_hw,33.33333333333333,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_bl_rv,33.33333333333333,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_bl,33.33333333333333,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_nor,16.97324414715719,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_nor_hw,5.573770491803279,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_nor_rv,28.83959044368601,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_hw,6.239999999999999,"(0, 0, 'BB')",BB
Vgg16,FDA,4,Config_4,Err_rv,29.12,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_bl_hw,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_bl_rv,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_bl,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_nor,3.511705685618729,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_nor_hw,4.754098360655737,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_nor_rv,2.218430034129693,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_hw,4.64,"(0, 0, 'BB')",BB
Vgg16,FDA,5,Config_4,Err_rv,2.08,"(0, 0, 'BB')",BB
Vgg16,FDA,6,Config_4,Err_bl_hw,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,6,Config_4,Err_bl_rv,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,6,Config_4,Err_bl,0.0,"(0, 0, 'BB')",BB
